PatchId,FileName,FullPath,CompletedDate
231,2023_10_23_MarketPlatformInstrument_ADD_COLUMN_AllowsLoadingNumbers.sql,./sql/Upgrade/Automated/V10_00/2023_10_23_MarketPlatformInstrument_ADD_COLUMN_AllowsLoadingNumbers.sql,2023-10-26 09:56:23.817
232,2023_10_23_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_10_23_sd_Menu_Data.sql,2023-10-31 09:43:36.747
233,2023_10_30_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_10_30_sd_Menu_Data.sql,2023-10-31 09:43:36.887
234,2023_10_27_CleanUpHierarchies.sql,./sql/Upgrade/Automated/V10_00/2023_10_27_CleanUpHierarchies.sql,2023-10-31 13:37:20.413
235,2023_11_01_Set_Contract_Cost_Source_CvId.sql,./sql/Upgrade/Automated/V10_00/2023_11_01_Set_Contract_Cost_Source_CvId.sql,2023-11-01 13:23:20.203
236,2023_11_02_Quote_Configuration_Add_Default_Cost_Source_And_Marker.sql,./sql/Upgrade/Automated/V10_00/2023_11_02_Quote_Configuration_Add_Default_Cost_Source_And_Marker.sql,2023-11-02 13:22:35.457
237,2023_11_03_1_Add_Quote_Strategy.sql,./sql/Upgrade/Automated/V10_00/2023_11_03_1_Add_Quote_Strategy.sql,2023-11-02 13:22:35.590
238,2023_11_03_2_QuoteConfigurationMappingGroupAssociation.sql,./sql/Upgrade/Automated/V10_00/2023_11_03_2_QuoteConfigurationMappingGroupAssociation.sql,2023-11-07 11:31:40.703
239,2023_11_07_QuotedValue_Remove_Alter_Columns.sql,./sql/Upgrade/Automated/V10_00/2023_11_07_QuotedValue_Remove_Alter_Columns.sql,2023-11-07 17:07:39.683
240,2023_11_08_Migrate_Result_Component_To_Decimal.sql,./sql/Upgrade/Automated/V10_00/2023_11_08_Migrate_Result_Component_To_Decimal.sql,2023-11-08 09:50:12.030
241,2023-11-15_Add_IsHidden_To_DataTranslationRule.sql,./sql/Upgrade/Automated/V10_00/2023-11-15_Add_IsHidden_To_DataTranslationRule.sql,2023-11-17 12:23:38.027
242,2023_10_26_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_10_26_sd_Menu_Data.sql,2023-11-20 09:35:43.000
243,2023_11_15_Add_IsHidden_To_DataTranslationRule.sql,./sql/Upgrade/Automated/V10_00/2023_11_15_Add_IsHidden_To_DataTranslationRule.sql,2023-11-20 09:35:43.020
244,2023_11_16_HierarchyDefinition.sql,./sql/Upgrade/Automated/V10_00/2023_11_16_HierarchyDefinition.sql,2023-11-20 09:35:43.097
245,2023_11_17_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_11_17_sd_Menu_Data.sql,2023-11-20 09:35:43.210
246,2023_11_17_Add_Column_BillOfLadingDetail_QuoteConfigurationId.sql,./sql/Upgrade/Automated/V10_00/2023_11_17_Add_Column_BillOfLadingDetail_QuoteConfigurationId.sql,2023-11-27 14:29:46.037
247,2023_11_17_Add_Column_BillOfLadingDetail_TradeEntryId.sql,./sql/Upgrade/Automated/V10_00/2023_11_17_Add_Column_BillOfLadingDetail_TradeEntryId.sql,2023-11-27 14:29:46.063
248,2023_11_20_Add_Column_BillOfLadingDetail_IsIntradayLifting.sql,./sql/Upgrade/Automated/V10_00/2023_11_20_Add_Column_BillOfLadingDetail_IsIntradayLifting.sql,2023-11-27 14:29:46.090
249,2023_11_27_Add_Column_QuoteConfiguration_DefaultPricePeriodStartOffset.sql,./sql/Upgrade/Automated/V10_00/2023_11_27_Add_Column_QuoteConfiguration_DefaultPricePeriodStartOffset.sql,2023-11-29 17:15:50.200
250,2023_11_29_ADD_INDEX_QuotedValue_IX_QuoteConfigurationMappingId.sql,./sql/Upgrade/Automated/V10_00/2023_11_29_ADD_INDEX_QuotedValue_IX_QuoteConfigurationMappingId.sql,2023-11-30 10:03:50.417
251,2023_11_28_Add_QuoteStrategyColumnsToQuotedValue.sql,./sql/Upgrade/Automated/V10_00/2023_11_28_Add_QuoteStrategyColumnsToQuotedValue.sql,2023-12-01 12:15:49.680
252,2023_12_05_ADD_QuotedValue_SpreadParentQuoteConfigurationMappingId.sql,./sql/Upgrade/Automated/V10_00/2023_12_05_ADD_QuotedValue_SpreadParentQuoteConfigurationMappingId.sql,2023-12-06 09:30:53.960
253,2023_12_05_ADD_QuoteConfigurationMapping_NetOrGrossCvId.sql,./sql/Upgrade/Automated/V10_00/2023_12_05_ADD_QuoteConfigurationMapping_NetOrGrossCvId.sql,2023-12-06 12:57:49.533
254,2023_12_06_1_ADD_Quote_Benchmark_Instrument_Columns.sql,./sql/Upgrade/Automated/V10_00/2023_12_06_1_ADD_Quote_Benchmark_Instrument_Columns.sql,2023-12-14 14:18:52.550
255,2023_12_06_2_Create_QuoteConfigurationMapping_Benchmark_Publishers.sql,./sql/Upgrade/Automated/V10_00/2023_12_06_2_Create_QuoteConfigurationMapping_Benchmark_Publishers.sql,2023-12-14 14:18:52.573
256,2023_12_06_3_Create_QuoteConfigurationMapping_Benchmark_Instruments.sql,./sql/Upgrade/Automated/V10_00/2023_12_06_3_Create_QuoteConfigurationMapping_Benchmark_Instruments.sql,2023-12-14 14:18:58.410
257,2023_05_15_Set_DB_Collation.notran.sql,./sql/Upgrade/Automated/V10_00/2023_05_15_Set_DB_Collation.notran.sql,2023-12-15 15:51:59.250
258,2023_12_21_add_tomorrow_minus_2_date_rule.sql,./sql/Upgrade/Automated/V10_00/2023_12_21_add_tomorrow_minus_2_date_rule.sql,2023-12-21 14:22:45.000
259,2023_12_20_1_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2023_12_20_1_sd_CodeValue_CodeSet_Data.sql,2024-01-04 15:32:00.527
260,2023_12_20_2_ADD_QuoteConfiguration_AutomaticQuotePublicationCvId.sql,./sql/Upgrade/Automated/V10_00/2023_12_20_2_ADD_QuoteConfiguration_AutomaticQuotePublicationCvId.sql,2024-01-04 15:32:00.553
261,2024_01_08_ADD_QuoteConfiguration_AutoPublishEstimates.sql,./sql/Upgrade/Automated/V10_00/2024_01_08_ADD_QuoteConfiguration_AutoPublishEstimates.sql,2024-01-15 16:01:58.490
262,2024_01_11_sd_PrimaryHierarchyDefinitions.sql,./sql/Upgrade/Automated/V10_00/2024_01_11_sd_PrimaryHierarchyDefinitions.sql,2024-01-15 16:01:58.510
263,2024_01_19_1_CREATE_TABLE_QUOTE_BENCHMARK.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_1_CREATE_TABLE_QUOTE_BENCHMARK.sql,2024-02-02 14:42:40.787
264,2024_01_19_2_CREATE_TABLE_QuoteConfigurationMappingBenchmark.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_2_CREATE_TABLE_QuoteConfigurationMappingBenchmark.sql,2024-02-02 14:42:40.880
265,2024_01_19_3_QuoteConfigurationMapping_ADD_StrategyQuoteBenchmarkId.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_3_QuoteConfigurationMapping_ADD_StrategyQuoteBenchmarkId.sql,2024-02-02 14:42:41.077
266,2024_01_19_4_Remove_QCM_BenchmarkPriceInstrumentId_Columns.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_4_Remove_QCM_BenchmarkPriceInstrumentId_Columns.sql,2024-02-02 14:42:41.497
267,2024_01_19_5_Clean_DEMO_Benchmark_Price_Publisher_Id.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_5_Clean_DEMO_Benchmark_Price_Publisher_Id.sql,2024-02-02 14:43:56.070
268,2024_01_19_6_Drop_Quote_Strategy_Table.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_6_Drop_Quote_Strategy_Table.sql,2024-02-02 14:43:56.237
269,2024_01_19_7_Add_Quote_Benchmark_Strategy_To_Quoted_Value.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_7_Add_Quote_Benchmark_Strategy_To_Quoted_Value.sql,2024-02-02 14:43:56.393
270,2024_01_19_8_DROP_QuoteStrategyDiff.sql,./sql/Upgrade/Automated/V10_00/2024_01_19_8_DROP_QuoteStrategyDiff.sql,2024-02-02 14:43:56.530
271,2024_01_22_1_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2024_01_22_1_sd_CodeValue_CodeSet_Data.sql,2024-02-02 14:44:03.890
272,2024_01_22_2_NetGrossDefaultTable.sql,./sql/Upgrade/Automated/V10_00/2024_01_22_2_NetGrossDefaultTable.sql,2024-02-02 14:44:03.947
273,2024_01_23_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2024_01_23_sd_Menu_Data.sql,2024-02-02 14:44:04.033
274,2024_01_26_NetGrossDefaultTable_RENAME_Precedence_Order.sql,./sql/Upgrade/Automated/V10_00/2024_01_26_NetGrossDefaultTable_RENAME_Precedence_Order.sql,2024-02-02 14:44:04.177
275,2024_01_30_CREATE_QuoteCompetitorPriceAssociation.sql,./sql/Upgrade/Automated/V10_00/2024_01_30_CREATE_QuoteCompetitorPriceAssociation.sql,2024-02-02 14:44:04.197
276,2024_02_01_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2024_02_01_sd_Menu_Data.sql,2024-02-02 14:44:04.273
277,2024_02_02_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2024_02_02_sd_Menu_Data.sql,2024-02-07 09:37:26.820
278,2024_02_05_1_QuoteConfigurationMapping_AddSecondaryTargetPriceInstrumentId.sql,./sql/Upgrade/Automated/V10_00/2024_02_05_1_QuoteConfigurationMapping_AddSecondaryTargetPriceInstrumentId.sql,2024-02-09 17:09:26.673
279,2024_02_05_2_QuoteConfigurationMapping_AddSecondaryTargetPriceInstrumentData.sql,./sql/Upgrade/Automated/V10_00/2024_02_05_2_QuoteConfigurationMapping_AddSecondaryTargetPriceInstrumentData.sql,2024-02-09 17:09:31.630
280,2024_02_07_QuotedValue_ADD_COLUMN_SecondaryValue.sql,./sql/Upgrade/Automated/V10_00/2024_02_07_QuotedValue_ADD_COLUMN_SecondaryValue.sql,2024-02-09 17:09:31.930
281,2024_02_16_Curve_Point_UpdatedDateTimeAsDateTime.sql,./sql/Upgrade/Automated/V10_00/2024_02_16_Curve_Point_UpdatedDateTimeAsDateTime.sql,2024-02-19 12:13:15.537
282,2024_02_015_PriceImporteTranslatedIdentifier_Ignore_Conflicts.sql,./sql/Upgrade/Automated/V10_00/2024_02_015_PriceImporteTranslatedIdentifier_Ignore_Conflicts.sql,2024-02-28 15:38:52.423
283,2024_02_27_TradeEntry_LastUpdatedByCredentialId.sql,./sql/Upgrade/Automated/V10_00/2024_02_27_TradeEntry_LastUpdatedByCredentialId.sql,2024-02-28 15:38:52.527
284,2024_02_16_1_QuoteConfigurationMapping_CostSourceQuoteConfigurationMappingId.sql,./sql/Upgrade/Automated/V10_00/2024_02_16_1_QuoteConfigurationMapping_CostSourceQuoteConfigurationMappingId.sql,2024-02-28 21:40:51.710
285,2024_02_16_2_IX_CostSourceQuoteConfigurationMappingId.sql,./sql/Upgrade/Automated/V10_00/2024_02_16_2_IX_CostSourceQuoteConfigurationMappingId.sql,2024-02-28 21:40:51.750
286,2024_02_27_CREATE_QuoteConfigurationLink.sql,./sql/Upgrade/Automated/V10_00/2024_02_27_CREATE_QuoteConfigurationLink.sql,2024-02-28 21:40:51.770
287,2024_03_01_1_QuoteConfigurationMapping_AddIntraDayAdjustmentPriceInstrumentId.sql,./sql/Upgrade/Automated/V10_00/2024_03_01_1_QuoteConfigurationMapping_AddIntraDayAdjustmentPriceInstrumentId.sql,2024-03-04 13:20:57.323
288,2024_03_01_2_QuoteConfigurationMapping_AddIntraDayAdjustmentPriceInstrumentData.sql,./sql/Upgrade/Automated/V10_00/2024_03_01_2_QuoteConfigurationMapping_AddIntraDayAdjustmentPriceInstrumentData.sql,2024-03-04 13:21:03.617
289,2024_03_05_DropOrderEntryTable.sql,./sql/Upgrade/Automated/V10_00/2024_03_05_DropOrderEntryTable.sql,2024-03-05 14:08:25.277
290,2024_03_07_1_Drop_Hangfire_Schema.sql,./sql/Upgrade/Automated/V10_00/2024_03_07_1_Drop_Hangfire_Schema.sql,2024-03-11 10:53:56.043
291,2024_03_07_1_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2024_03_07_1_sd_CodeValue_CodeSet_Data.sql,2024-03-11 10:53:56.700
292,2024_03_07_2_Create_Hangfire_Schema.sql,./sql/Upgrade/Automated/V10_00/2024_03_07_2_Create_Hangfire_Schema.sql,2024-03-11 10:53:56.863
293,2024_03_07_CREATE_INDEX_IX_FileImportId_ON_DtnPriceFileImportLineItem.sql,./sql/Upgrade/Automated/V10_00/2024_03_07_CREATE_INDEX_IX_FileImportId_ON_DtnPriceFileImportLineItem.sql,2024-03-11 10:53:57.043
294,2024_03_08_ADD_QuotedValue_TemperatureCorrection.sql,./sql/Upgrade/Automated/V10_00/2024_03_08_ADD_QuotedValue_TemperatureCorrection.sql,2024-03-11 10:53:57.053
295,2024_03_18_ADD_Counterparty_SupplierEODPricePublicationTime.sql,./sql/Upgrade/Automated/V10_00/2024_03_18_ADD_Counterparty_SupplierEODPricePublicationTime.sql,2024-03-21 12:25:28.813
296,2024_03_19_ActivateInactiveCoreCodeValues.sql,./sql/Upgrade/Automated/V10_00/2024_03_19_ActivateInactiveCoreCodeValues.sql,2024-03-21 12:25:29.010
297,2024_03_19_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2024_03_19_sd_CodeValue_CodeSet_Data.sql,2024-03-21 12:25:29.733
